Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
South Africa,ZAF,2009,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",SH.STA.STNT.ME.ZS,24.1
South Africa,ZAF,2008,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",SH.STA.STNT.ME.ZS,24.8
South Africa,ZAF,2007,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",SH.STA.STNT.ME.ZS,25.5
South Africa,ZAF,2006,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",SH.STA.STNT.ME.ZS,26
South Africa,ZAF,2005,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",SH.STA.STNT.ME.ZS,26.2
South Africa,ZAF,2004,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",SH.STA.STNT.ME.ZS,26.2
South Africa,ZAF,2003,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",SH.STA.STNT.ME.ZS,26.2
South Africa,ZAF,2002,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",SH.STA.STNT.ME.ZS,26.2
South Africa,ZAF,2001,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",SH.STA.STNT.ME.ZS,26.3
South Africa,ZAF,2000,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",SH.STA.STNT.ME.ZS,26.6
South Africa,ZAF,2017,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,21.4
South Africa,ZAF,2016,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,27.4
South Africa,ZAF,2015,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,21.4
South Africa,ZAF,2008,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,24.9
South Africa,ZAF,1999,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,30.1
South Africa,ZAF,1994,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,28.7
South Africa,ZAF,2019,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,9.8
South Africa,ZAF,2018,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,9.7
South Africa,ZAF,2017,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,10
South Africa,ZAF,2016,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,10.1
South Africa,ZAF,2015,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,9.9
South Africa,ZAF,2014,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,9.8
South Africa,ZAF,2013,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,9.7
South Africa,ZAF,2012,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,10.1
South Africa,ZAF,2011,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,11
South Africa,ZAF,2010,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,12.3
South Africa,ZAF,2009,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,13
South Africa,ZAF,2008,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,12.9
South Africa,ZAF,2007,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,11.5
South Africa,ZAF,2006,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,10.9
South Africa,ZAF,2005,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,11.5
South Africa,ZAF,2004,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,11.9
South Africa,ZAF,2003,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,12.1
South Africa,ZAF,2002,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,11.3
South Africa,ZAF,2001,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,10.2
South Africa,ZAF,2000,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,9.7
South Africa,ZAF,2019,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,37.6
South Africa,ZAF,2018,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,39
South Africa,ZAF,2017,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,40.8
South Africa,ZAF,2016,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,39.2
South Africa,ZAF,2015,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,39.5
South Africa,ZAF,2014,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,38.7
South Africa,ZAF,2013,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,38.1
South Africa,ZAF,2012,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,36
South Africa,ZAF,2011,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,34.1
South Africa,ZAF,2010,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,37.3
South Africa,ZAF,2009,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,40.9
South Africa,ZAF,2008,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,40.9
South Africa,ZAF,2007,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,38
South Africa,ZAF,2006,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,36.6
South Africa,ZAF,2005,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,37.5
South Africa,ZAF,2004,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,37.7
South Africa,ZAF,2003,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,38.5
South Africa,ZAF,2002,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,37.6
South Africa,ZAF,2001,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,36.2
South Africa,ZAF,2000,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,35.5
South Africa,ZAF,2019,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,23.5
South Africa,ZAF,2018,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,24.1
South Africa,ZAF,2017,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,25.2
South Africa,ZAF,2016,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,24.4
South Africa,ZAF,2015,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,24.5
South Africa,ZAF,2014,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,24.1
South Africa,ZAF,2013,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,23.7
South Africa,ZAF,2012,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,22.9
South Africa,ZAF,2011,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,22.4
South Africa,ZAF,2010,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,24.6
South Africa,ZAF,2009,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,26.7
South Africa,ZAF,2008,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,26.7
South Africa,ZAF,2007,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,24.6
South Africa,ZAF,2006,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,23.6
South Africa,ZAF,2005,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,24.4
South Africa,ZAF,2004,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,24.6
South Africa,ZAF,2003,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,25.1
South Africa,ZAF,2002,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,24.3
South Africa,ZAF,2001,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,23
South Africa,ZAF,2000,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,22.4
South Africa,ZAF,2019,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,22.2
South Africa,ZAF,2018,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,22.7
South Africa,ZAF,2017,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,23.2
South Africa,ZAF,2016,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,25.8
South Africa,ZAF,2015,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,24.1
South Africa,ZAF,2014,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,24
South Africa,ZAF,2013,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,22.8
South Africa,ZAF,2012,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,26.5
South Africa,ZAF,2011,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,27.8
South Africa,ZAF,2010,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,28.6
South Africa,ZAF,2009,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,28.6
South Africa,ZAF,2008,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,29.5
South Africa,ZAF,2007,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,32.4
South Africa,ZAF,2006,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,41.1
South Africa,ZAF,2005,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,38.1
South Africa,ZAF,2004,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,41.3
South Africa,ZAF,2003,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,43.4
South Africa,ZAF,2002,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,39.9
South Africa,ZAF,2001,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,38.3
South Africa,ZAF,2000,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,44
South Africa,ZAF,2019,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,27.6
South Africa,ZAF,2016,"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS,2.8
South Africa,ZAF,2016,"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,2.1
South Africa,ZAF,2017,"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,3.8
South Africa,ZAF,2016,"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,2.5
South Africa,ZAF,2015,"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,4.6
South Africa,ZAF,2008,"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,5.1
South Africa,ZAF,1999,"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,4.5
South Africa,ZAF,1994,"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,3.3
South Africa,ZAF,2016,"Prevalence of severe wasting, weight for height, female (% of children under 5)",SH.SVR.WAST.FE.ZS,0.4
South Africa,ZAF,2016,"Prevalence of severe wasting, weight for height, male (% of children under 5)",SH.SVR.WAST.MA.ZS,0.7
South Africa,ZAF,2017,"Prevalence of severe wasting, weight for height (% of children under 5)",SH.SVR.WAST.ZS,1.9
South Africa,ZAF,2016,"Prevalence of severe wasting, weight for height (% of children under 5)",SH.SVR.WAST.ZS,0.6
South Africa,ZAF,2015,"Prevalence of severe wasting, weight for height (% of children under 5)",SH.SVR.WAST.ZS,2.4
South Africa,ZAF,2008,"Prevalence of severe wasting, weight for height (% of children under 5)",SH.SVR.WAST.ZS,2.5
South Africa,ZAF,2021,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,79
South Africa,ZAF,2020,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,78
South Africa,ZAF,2019,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,79
South Africa,ZAF,2018,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,71
South Africa,ZAF,2017,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,77
South Africa,ZAF,2016,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,82
South Africa,ZAF,2015,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,81
South Africa,ZAF,2014,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,78
South Africa,ZAF,2013,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,78
South Africa,ZAF,2012,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,77
South Africa,ZAF,2011,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,77
South Africa,ZAF,2010,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,53
South Africa,ZAF,2009,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,68
South Africa,ZAF,2008,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,73
South Africa,ZAF,2007,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,71
South Africa,ZAF,2006,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,70
South Africa,ZAF,2005,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,69
South Africa,ZAF,2004,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,65
South Africa,ZAF,2003,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,67
South Africa,ZAF,2002,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,68
South Africa,ZAF,2001,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,61
South Africa,ZAF,2000,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,63
South Africa,ZAF,2022,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,77
South Africa,ZAF,2021,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,57
South Africa,ZAF,2020,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,58
South Africa,ZAF,2019,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,59
South Africa,ZAF,2018,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,59
South Africa,ZAF,2017,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,58
South Africa,ZAF,2016,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,52
South Africa,ZAF,2015,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,52
South Africa,ZAF,2014,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,52
South Africa,ZAF,2013,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,52
South Africa,ZAF,2012,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,52
South Africa,ZAF,2011,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,58
South Africa,ZAF,2010,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,56
South Africa,ZAF,2009,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,56
South Africa,ZAF,2008,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,54
South Africa,ZAF,2007,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,50
South Africa,ZAF,2006,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,49
South Africa,ZAF,2005,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,45
South Africa,ZAF,2004,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,48
South Africa,ZAF,2003,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,44
South Africa,ZAF,2002,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,46
South Africa,ZAF,2001,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,36
South Africa,ZAF,2000,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,42
South Africa,ZAF,2022,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,468
South Africa,ZAF,2021,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,513
South Africa,ZAF,2020,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,562
South Africa,ZAF,2019,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,615
South Africa,ZAF,2018,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,677
South Africa,ZAF,2017,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,738
South Africa,ZAF,2016,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,805
South Africa,ZAF,2015,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,988
South Africa,ZAF,2014,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,1070
South Africa,ZAF,2013,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,1110
South Africa,ZAF,2012,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,1160
South Africa,ZAF,2011,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,1200
South Africa,ZAF,2010,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,1230
South Africa,ZAF,2009,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,1260
South Africa,ZAF,2008,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,1270
South Africa,ZAF,2007,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,1270
South Africa,ZAF,2006,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,1250
South Africa,ZAF,2005,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,1210
South Africa,ZAF,2004,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,1150
South Africa,ZAF,2003,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,1070
South Africa,ZAF,2002,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,971
South Africa,ZAF,2001,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,867
South Africa,ZAF,2000,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,762
South Africa,ZAF,2014,Proportion of population pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBP1.ZS,7.5
South Africa,ZAF,2008,Proportion of population pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBP1.ZS,7.16
South Africa,ZAF,2005,Proportion of population pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBP1.ZS,16.01
South Africa,ZAF,2014,Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBP2.ZS,18.04
South Africa,ZAF,2008,Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBP2.ZS,17
South Africa,ZAF,2005,Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBP2.ZS,34.08
South Africa,ZAF,2014,Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBPR.ZS,16.68
South Africa,ZAF,2010,Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBPR.ZS,22.87
South Africa,ZAF,2008,Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBPR.ZS,12.6
South Africa,ZAF,2005,Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBPR.ZS,22.19
South Africa,ZAF,2000,Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBPR.ZS,16.35
South Africa,ZAF,1990,Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBPR.ZS,18.14
South Africa,ZAF,2014,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,0.28
South Africa,ZAF,2008,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,0.53
South Africa,ZAF,2005,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,0.64
South Africa,ZAF,2014,Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,0.35
South Africa,ZAF,2008,Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,0.56
South Africa,ZAF,2005,Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,0.58
South Africa,ZAF,2014,Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.NOPR.ZS,0.3
South Africa,ZAF,2010,Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.NOPR.ZS,0.57
South Africa,ZAF,2008,Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.NOPR.ZS,0.77
South Africa,ZAF,2005,Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.NOPR.ZS,0.8
South Africa,ZAF,2000,Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.NOPR.ZS,0.38
South Africa,ZAF,1990,Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.NOPR.ZS,0.49
South Africa,ZAF,2014,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,1.03
South Africa,ZAF,2008,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,2.93
South Africa,ZAF,2005,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,1.75
South Africa,ZAF,1990,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,1.44
South Africa,ZAF,2014,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,0.12
South Africa,ZAF,2008,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,0.55
South Africa,ZAF,2005,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,0.19
South Africa,ZAF,1990,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,0.44
South Africa,ZAF,2021,UHC service coverage index,SH.UHC.SRVS.CV.XD,71
South Africa,ZAF,2019,UHC service coverage index,SH.UHC.SRVS.CV.XD,71
South Africa,ZAF,2017,UHC service coverage index,SH.UHC.SRVS.CV.XD,71
South Africa,ZAF,2015,UHC service coverage index,SH.UHC.SRVS.CV.XD,70
South Africa,ZAF,2010,UHC service coverage index,SH.UHC.SRVS.CV.XD,63
South Africa,ZAF,2005,UHC service coverage index,SH.UHC.SRVS.CV.XD,51
South Africa,ZAF,2000,UHC service coverage index,SH.UHC.SRVS.CV.XD,43
South Africa,ZAF,2014,Proportion of population pushed or further pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.TOT1.ZS,7.78
South Africa,ZAF,2008,Proportion of population pushed or further pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.TOT1.ZS,7.69
South Africa,ZAF,2005,Proportion of population pushed or further pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.TOT1.ZS,16.65
South Africa,ZAF,2014,Proportion of population pushed or further pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.TOT2.ZS,18.39
South Africa,ZAF,2008,Proportion of population pushed or further pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.TOT2.ZS,17.56
South Africa,ZAF,2005,Proportion of population pushed or further pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.TOT2.ZS,34.66
South Africa,ZAF,2014,Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.TOTR.ZS,16.98
South Africa,ZAF,2010,Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.TOTR.ZS,23.44
South Africa,ZAF,2008,Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.TOTR.ZS,13.37
South Africa,ZAF,2005,Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.TOTR.ZS,22.99
South Africa,ZAF,2000,Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.TOTR.ZS,16.73
South Africa,ZAF,1990,Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.TOTR.ZS,18.63
South Africa,ZAF,2022,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,88
South Africa,ZAF,2021,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,88
South Africa,ZAF,2020,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,90
South Africa,ZAF,2019,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,90
South Africa,ZAF,2018,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,90
South Africa,ZAF,2017,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,90
South Africa,ZAF,2016,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,80
South Africa,ZAF,2015,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,80
South Africa,ZAF,2014,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,80
South Africa,ZAF,2013,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,77
South Africa,ZAF,2012,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,77
South Africa,ZAF,2011,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,77
South Africa,ZAF,2010,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,77
South Africa,ZAF,2009,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,75
